Title,Price,Link
The Last Girl (The Dominion Trilogy #1),Â£36.26,http://books.toscrape.com/catalogue/page-47.htmlthe-last-girl-the-dominion-trilogy-1_70/index.html
The Iliad,Â£16.16,http://books.toscrape.com/catalogue/page-47.htmlthe-iliad_69/index.html
The Hook Up (Game On #1),Â£36.29,http://books.toscrape.com/catalogue/page-47.htmlthe-hook-up-game-on-1_68/index.html
The Haters,Â£27.89,http://books.toscrape.com/catalogue/page-47.htmlthe-haters_67/index.html
The Girl You Lost,Â£12.29,http://books.toscrape.com/catalogue/page-47.htmlthe-girl-you-lost_66/index.html
The Girl In The Ice (DCI Erika Foster #1),Â£15.85,http://books.toscrape.com/catalogue/page-47.htmlthe-girl-in-the-ice-dci-erika-foster-1_65/index.html
The End of the Jesus Era (An Investigation #1),Â£14.40,http://books.toscrape.com/catalogue/page-47.htmlthe-end-of-the-jesus-era-an-investigation-1_64/index.html
The Edge of Reason (Bridget Jones #2),Â£19.18,http://books.toscrape.com/catalogue/page-47.htmlthe-edge-of-reason-bridget-jones-2_63/index.html
The Complete Maus (Maus #1-2),Â£10.64,http://books.toscrape.com/catalogue/page-47.htmlthe-complete-maus-maus-1-2_62/index.html
The Communist Manifesto,Â£14.76,http://books.toscrape.com/catalogue/page-47.htmlthe-communist-manifesto_61/index.html
The Bhagavad Gita,Â£57.49,http://books.toscrape.com/catalogue/page-48.htmlthe-bhagavad-gita_60/index.html
The Bette Davis Club,Â£30.66,http://books.toscrape.com/catalogue/page-48.htmlthe-bette-davis-club_59/index.html
The Art of Not Breathing,Â£40.83,http://books.toscrape.com/catalogue/page-48.htmlthe-art-of-not-breathing_58/index.html
Taking Shots (Assassins #1),Â£18.88,http://books.toscrape.com/catalogue/page-48.htmltaking-shots-assassins-1_57/index.html
Starlark,Â£25.83,http://books.toscrape.com/catalogue/page-48.htmlstarlark_56/index.html
"Skip Beat!, Vol. 01 (Skip Beat! #1)",Â£42.12,http://books.toscrape.com/catalogue/page-48.htmlskip-beat-vol-01-skip-beat-1_55/index.html
Sister Sable (The Mad Queen #1),Â£13.33,http://books.toscrape.com/catalogue/page-48.htmlsister-sable-the-mad-queen-1_54/index.html
Shatter Me (Shatter Me #1),Â£42.40,http://books.toscrape.com/catalogue/page-48.htmlshatter-me-shatter-me-1_53/index.html
Shameless,Â£58.35,http://books.toscrape.com/catalogue/page-48.htmlshameless_52/index.html
Shadow Rites (Jane Yellowrock #10),Â£21.72,http://books.toscrape.com/catalogue/page-48.htmlshadow-rites-jane-yellowrock-10_51/index.html
Settling the Score (The Summer Games #1),Â£44.91,http://books.toscrape.com/catalogue/page-48.htmlsettling-the-score-the-summer-games-1_50/index.html
Sense and Sensibility,Â£37.46,http://books.toscrape.com/catalogue/page-48.htmlsense-and-sensibility_49/index.html
"Saga, Volume 1 (Saga (Collected Editions) #1)",Â£28.48,http://books.toscrape.com/catalogue/page-48.htmlsaga-volume-1-saga-collected-editions-1_48/index.html
"Rhythm, Chord & Malykhin",Â£28.34,http://books.toscrape.com/catalogue/page-48.htmlrhythm-chord-malykhin_47/index.html
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Â£46.96,http://books.toscrape.com/catalogue/page-48.htmlrat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html
Paradise Lost (Paradise #1),Â£24.96,http://books.toscrape.com/catalogue/page-48.htmlparadise-lost-paradise-1_45/index.html
"Paper Girls, Vol. 1 (Paper Girls #1-5)",Â£21.71,http://books.toscrape.com/catalogue/page-48.htmlpaper-girls-vol-1-paper-girls-1-5_44/index.html
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Â£29.87,http://books.toscrape.com/catalogue/page-48.htmlouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html
Origins (Alphas 0.5),Â£28.99,http://books.toscrape.com/catalogue/page-48.htmlorigins-alphas-05_42/index.html
One Second (Seven #7),Â£52.94,http://books.toscrape.com/catalogue/page-48.htmlone-second-seven-7_41/index.html
On the Road (Duluoz Legend),Â£32.36,http://books.toscrape.com/catalogue/page-49.htmlon-the-road-duluoz-legend_40/index.html
Old Records Never Die: One Man's Quest for His Vinyl and His Past,Â£55.66,http://books.toscrape.com/catalogue/page-49.htmlold-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html
Off Sides (Off #1),Â£39.45,http://books.toscrape.com/catalogue/page-49.htmloff-sides-off-1_38/index.html
Of Mice and Men,Â£47.11,http://books.toscrape.com/catalogue/page-49.htmlof-mice-and-men_37/index.html
Myriad (Prentor #1),Â£58.75,http://books.toscrape.com/catalogue/page-49.htmlmyriad-prentor-1_36/index.html
My Perfect Mistake (Over the Top #1),Â£38.92,http://books.toscrape.com/catalogue/page-49.htmlmy-perfect-mistake-over-the-top-1_35/index.html
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Â£39.39,http://books.toscrape.com/catalogue/page-49.htmlms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34/index.html
Meditations,Â£25.89,http://books.toscrape.com/catalogue/page-49.htmlmeditations_33/index.html
Matilda,Â£28.34,http://books.toscrape.com/catalogue/page-49.htmlmatilda_32/index.html
Lost Among the Living,Â£27.70,http://books.toscrape.com/catalogue/page-49.htmllost-among-the-living_31/index.html
Lord of the Flies,Â£24.89,http://books.toscrape.com/catalogue/page-49.htmllord-of-the-flies_30/index.html
Listen to Me (Fusion #1),Â£58.99,http://books.toscrape.com/catalogue/page-49.htmllisten-to-me-fusion-1_29/index.html
Kitchens of the Great Midwest,Â£57.20,http://books.toscrape.com/catalogue/page-49.htmlkitchens-of-the-great-midwest_28/index.html
Jane Eyre,Â£38.43,http://books.toscrape.com/catalogue/page-49.htmljane-eyre_27/index.html
Imperfect Harmony,Â£34.74,http://books.toscrape.com/catalogue/page-49.htmlimperfect-harmony_26/index.html
Icing (Aces Hockey #2),Â£40.44,http://books.toscrape.com/catalogue/page-49.htmlicing-aces-hockey-2_25/index.html
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Â£45.24,http://books.toscrape.com/catalogue/page-49.htmlhawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Â£34.96,http://books.toscrape.com/catalogue/page-49.htmlhaving-the-barbarians-baby-ice-planet-barbarians-75_23/index.html
"Giant Days, Vol. 1 (Giant Days #1-4)",Â£56.76,http://books.toscrape.com/catalogue/page-49.htmlgiant-days-vol-1-giant-days-1-4_22/index.html
"Fruits Basket, Vol. 1 (Fruits Basket #1)",Â£40.28,http://books.toscrape.com/catalogue/page-49.htmlfruits-basket-vol-1-fruits-basket-1_21/index.html
Frankenstein,Â£38.00,http://books.toscrape.com/catalogue/page-50.htmlfrankenstein_20/index.html
Forever Rockers (The Rocker #12),Â£28.80,http://books.toscrape.com/catalogue/page-50.htmlforever-rockers-the-rocker-12_19/index.html
Fighting Fate (Fighting #6),Â£39.24,http://books.toscrape.com/catalogue/page-50.htmlfighting-fate-fighting-6_18/index.html
Emma,Â£32.93,http://books.toscrape.com/catalogue/page-50.htmlemma_17/index.html
"Eat, Pray, Love",Â£51.32,http://books.toscrape.com/catalogue/page-50.htmleat-pray-love_16/index.html
Deep Under (Walker Security #1),Â£47.09,http://books.toscrape.com/catalogue/page-50.htmldeep-under-walker-security-1_15/index.html
Choosing Our Religion: The Spiritual Lives of America's Nones,Â£28.42,http://books.toscrape.com/catalogue/page-50.htmlchoosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html
Charlie and the Chocolate Factory (Charlie Bucket #1),Â£22.85,http://books.toscrape.com/catalogue/page-50.htmlcharlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html
Charity's Cross (Charles Towne Belles #4),Â£41.24,http://books.toscrape.com/catalogue/page-50.htmlcharitys-cross-charles-towne-belles-4_12/index.html
Bright Lines,Â£39.07,http://books.toscrape.com/catalogue/page-50.htmlbright-lines_11/index.html
Bridget Jones's Diary (Bridget Jones #1),Â£29.82,http://books.toscrape.com/catalogue/page-50.htmlbridget-joness-diary-bridget-jones-1_10/index.html
Bounty (Colorado Mountain #7),Â£37.26,http://books.toscrape.com/catalogue/page-50.htmlbounty-colorado-mountain-7_9/index.html
Blood Defense (Samantha Brinkman #1),Â£20.30,http://books.toscrape.com/catalogue/page-50.htmlblood-defense-samantha-brinkman-1_8/index.html
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Â£34.65,http://books.toscrape.com/catalogue/page-50.htmlbleach-vol-1-strawberry-and-the-soul-reapers-bleach-1_7/index.html
Beyond Good and Evil,Â£43.38,http://books.toscrape.com/catalogue/page-50.htmlbeyond-good-and-evil_6/index.html
Alice in Wonderland (Alice's Adventures in Wonderland #1),Â£55.53,http://books.toscrape.com/catalogue/page-50.htmlalice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Â£57.06,http://books.toscrape.com/catalogue/page-50.htmlajin-demi-human-volume-1-ajin-demi-human-1_4/index.html
A Spy's Devotion (The Regency Spies of London #1),Â£16.97,http://books.toscrape.com/catalogue/page-50.htmla-spys-devotion-the-regency-spies-of-london-1_3/index.html
1st to Die (Women's Murder Club #1),Â£53.98,http://books.toscrape.com/catalogue/page-50.html1st-to-die-womens-murder-club-1_2/index.html
"1,000 Places to See Before You Die",Â£26.08,http://books.toscrape.com/catalogue/page-50.html1000-places-to-see-before-you-die_1/index.html
